district_id,district_name,county,enrollment
237904,WALLER ISD,WALLER COUNTY,9905
237905,ROYAL ISD,WALLER COUNTY,2884
238902,MONAHANS-WICKETT-PYOTE ISD,WARD COUNTY,2181
238904,GRANDFALLS-ROYALTY ISD,WARD COUNTY,157
239901,BRENHAM ISD,WASHINGTON COUNTY,4872
239903,BURTON ISD,WASHINGTON COUNTY,623
240503,TEXAS A&M INTERNATIONAL UNIVERSITY ISD,WEBB COUNTY,0
240901,LAREDO ISD,WEBB COUNTY,20271
240903,UNITED ISD,WEBB COUNTY,40742
240904,WEBB CISD,WEBB COUNTY,240
241901,BOLING ISD,WHARTON COUNTY,1151
241902,EAST BERNARD ISD,WHARTON COUNTY,997
241903,EL CAMPO ISD,WHARTON COUNTY,3279
241904,WHARTON ISD,WHARTON COUNTY,1767
241906,LOUISE ISD,WHARTON COUNTY,535
242902,SHAMROCK ISD,WHEELER COUNTY,343
242903,WHEELER ISD,WHEELER COUNTY,372
242905,KELTON ISD,WHEELER COUNTY,129
242906,FORT ELLIOTT CISD,WHEELER COUNTY,141
243901,BURKBURNETT ISD,WICHITA COUNTY,3213
243902,ELECTRA ISD,WICHITA COUNTY,442
243903,IOWA PARK CISD,WICHITA COUNTY,1904
243905,WICHITA FALLS ISD,WICHITA COUNTY,12644
243906,CITY VIEW ISD,WICHITA COUNTY,1152
244901,HARROLD ISD,WILBARGER COUNTY,154
244903,VERNON ISD,WILBARGER COUNTY,1729
244905,NORTHSIDE ISD,WILBARGER COUNTY,227
245901,LASARA ISD,WILLACY COUNTY,343
245902,LYFORD CISD,WILLACY COUNTY,1396
245903,RAYMONDVILLE ISD,WILLACY COUNTY,1963
245904,SAN PERLITA ISD,WILLACY COUNTY,187
246902,FLORENCE ISD,WILLIAMSON COUNTY,1142
246904,GEORGETOWN ISD,WILLIAMSON COUNTY,13881
246905,GRANGER ISD,WILLIAMSON COUNTY,580
246906,HUTTO ISD,WILLIAMSON COUNTY,10688
246907,JARRELL ISD,WILLIAMSON COUNTY,4157
246908,LIBERTY HILL ISD,WILLIAMSON COUNTY,9836
246909,ROUND ROCK ISD,WILLIAMSON COUNTY,46954
246911,TAYLOR ISD,WILLIAMSON COUNTY,2930
246912,THRALL ISD,WILLIAMSON COUNTY,873
246913,LEANDER ISD,WILLIAMSON COUNTY,42608
246914,COUPLAND ISD,WILLIAMSON COUNTY,323
247901,FLORESVILLE ISD,WILSON COUNTY,4062
247903,LA VERNIA ISD,WILSON COUNTY,3563
247904,POTH ISD,WILSON COUNTY,962
247906,STOCKDALE ISD,WILSON COUNTY,861
248901,KERMIT ISD,WINKLER COUNTY,1339
248902,WINK-LOVING ISD,WINKLER COUNTY,438
249901,ALVORD ISD,WISE COUNTY,844
249902,BOYD ISD,WISE COUNTY,1386
249903,BRIDGEPORT ISD,WISE COUNTY,2133
249904,CHICO ISD,WISE COUNTY,572
249905,DECATUR ISD,WISE COUNTY,3786
249906,PARADISE ISD,WISE COUNTY,1331
249908,SLIDELL ISD,WISE COUNTY,497
250902,HAWKINS ISD,WOOD COUNTY,811
250903,MINEOLA ISD,WOOD COUNTY,1753
250904,QUITMAN ISD,WOOD COUNTY,1208
250905,YANTIS ISD,WOOD COUNTY,305
250906,ALBA-GOLDEN ISD,WOOD COUNTY,818
250907,WINNSBORO ISD,WOOD COUNTY,1454
251901,DENVER CITY ISD,YOAKUM COUNTY,1474
251902,PLAINS ISD,YOAKUM COUNTY,423
252901,GRAHAM ISD,YOUNG COUNTY,2148
252902,NEWCASTLE ISD,YOUNG COUNTY,227
252903,OLNEY ISD,YOUNG COUNTY,691
253901,ZAPATA COUNTY ISD,ZAPATA COUNTY,3290
254901,CRYSTAL CITY ISD,ZAVALA COUNTY,1643
254902,LA PRYOR ISD,ZAVALA COUNTY,439
